Hora_Anual,DNI_W_m2,H2_kg
1293,0.0,0.0
1294,0.0,0.0
1295,0.0,0.0
1296,0.0,0.0
1297,0.0,0.0
1298,0.0,0.0
1299,0.0,0.0
1300,0.0,0.0
1301,0.0,0.0
1302,0.0,0.0
1303,48.51,0.4286
1304,333.69,0.4286
1305,593.4,0.4286
1306,807.8,0.4286
1307,960.54,0.4286
1308,1039.93,0.4286
1309,1039.93,0.4286
1310,960.54,0.4286
1311,807.8,0.4286
1312,593.4,0.4286
1313,333.69,0.4286
1314,48.51,0.4286
1315,0.0,0.0
1316,0.0,0.0
1317,0.0,0.0
1318,0.0,0.0
1319,0.0,0.0
1320,0.0,0.0
1321,0.0,0.0
1322,0.0,0.0
1323,0.0,0.0
1324,0.0,0.0
1325,0.0,0.0
1326,0.0,0.0
1327,51.78,0.4286
1328,336.23,0.4286
1329,595.12,0.4286
1330,808.75,0.4286
1331,960.9,0.4286
1332,1039.97,0.4286
1333,1039.97,0.4286
1334,960.9,0.4286
1335,808.75,0.4286
1336,595.12,0.4286
1337,336.23,0.4286
1338,51.78,0.4286
1339,0.0,0.0
1340,0.0,0.0
1341,0.0,0.0
1342,0.0,0.0
1343,0.0,0.0
1344,0.0,0.0
1345,0.0,0.0
1346,0.0,0.0
1347,0.0,0.0
1348,0.0,0.0
1349,0.0,0.0
1350,0.0,0.0
1351,52.31,0.4286
1352,321.84,0.4286
1353,567.0,0.4286
1354,769.22,0.4286
1355,913.19,0.4286
1356,988.01,0.4286
1357,988.01,0.4286
1358,913.19,0.4286
1359,769.22,0.4286
1360,567.0,0.4286
1361,321.84,0.4286
1362,52.31,0.4286
1363,0.0,0.0
1364,0.0,0.0
1365,0.0,0.0
1366,0.0,0.0
1367,0.0,0.0
1368,0.0,0.0
1369,0.0,0.0
1370,0.0,0.0
1371,0.0,0.0
1372,0.0,0.0
1373,0.0,0.0
1374,0.0,0.0
1375,58.36,0.4286
1376,341.33,0.4286
1377,598.57,0.4286
1378,810.66,0.4286
1379,961.62,0.4286
1380,1040.05,0.4286
1381,1040.05,0.4286
1382,961.62,0.4286
1383,810.66,0.4286
1384,598.57,0.4286
1385,341.33,0.4286
1386,58.36,0.4286
1387,0.0,0.0
1388,0.0,0.0
1389,0.0,0.0
1390,0.0,0.0
1391,0.0,0.0
1392,0.0,0.0
1393,0.0,0.0
1394,0.0,0.0
1395,0.0,0.0
1396,0.0,0.0
1397,0.0,0.0
1398,0.0,0.0
1399,61.66,0.4286
1400,343.89,0.4286
1401,600.3,0.4286
1402,811.62,0.4286
1403,961.98,0.4286
1404,1040.1,0.4286
1405,1040.1,0.4286
1406,961.98,0.4286
1407,811.62,0.4286
1408,600.3,0.4286
1409,343.89,0.4286
1410,61.66,0.4286
1411,0.0,0.0
1412,0.0,0.0
1413,0.0,0.0
1414,0.0,0.0
1415,0.0,0.0
1416,0.0,0.0
1417,0.0,0.0
1418,0.0,0.0
1419,0.0,0.0
1420,0.0,0.0
1421,0.0,0.0
1422,0.0,0.0
1423,64.98,0.4286
1424,346.46,0.4286
1425,602.03,0.4286
1426,812.57,0.4286
1427,962.34,0.4286
1428,1040.14,0.4286
1429,1040.14,0.4286
1430,962.34,0.4286
1431,812.57,0.4286
1432,602.03,0.4286
1433,346.46,0.4286
1434,64.98,0.4286
1435,0.0,0.0
1436,0.0,0.0
1437,0.0,0.0
1438,0.0,0.0
1439,0.0,0.0
1440,0.0,0.0
1441,0.0,0.0
1442,0.0,0.0
1443,0.0,0.0
1444,0.0,0.0
1445,0.0,0.0
1446,0.0,0.0
1447,68.3,0.4286
1448,349.03,0.4286
1449,603.76,0.4286
1450,813.53,0.4286
1451,962.71,0.4286
1452,1040.18,0.4286
1453,1040.18,0.4286
1454,962.71,0.4286
1455,813.53,0.4286
1456,603.76,0.4286
1457,349.03,0.4286
1458,68.3,0.4286
1459,0.0,0.0
1460,0.0,0.0
1461,0.0,0.0
1462,0.0,0.0
1463,0.0,0.0
1464,0.0,0.0
1465,0.0,0.0
1466,0.0,0.0
1467,0.0,0.0
1468,0.0,0.0
1469,0.0,0.0
1470,0.0,0.0
1471,71.63,0.4286
1472,351.6,0.4286
1473,605.5,0.4286
1474,814.49,0.4286
1475,963.07,0.4286
1476,1040.22,0.4286
1477,1040.22,0.4286
1478,963.07,0.4286
1479,814.49,0.4286
1480,605.5,0.4286
1481,351.6,0.4286
1482,71.63,0.4286
1483,0.0,0.0
1484,0.0,0.0
1485,0.0,0.0
1486,0.0,0.0
1487,0.0,0.0
1488,0.0,0.0
1489,0.0,0.0
1490,0.0,0.0
1491,0.0,0.0
1492,0.0,0.0
1493,0.0,0.0
1494,0.0,0.0
1495,74.96,0.4286
1496,354.18,0.4286
1497,607.24,0.4286
1498,815.45,0.4286
1499,963.43,0.4286
1500,1040.26,0.4286
1501,1040.26,0.4286
1502,963.43,0.4286
1503,815.45,0.4286
1504,607.24,0.4286
1505,354.18,0.4286
1506,74.96,0.4286
1507,0.0,0.0
1508,0.0,0.0
1509,0.0,0.0
1510,0.0,0.0
1511,0.0,0.0
1512,0.0,0.0
1513,0.0,0.0
1514,0.0,0.0
1515,0.0,0.0
1516,0.0,0.0
1517,0.0,0.0
1518,0.0,0.0
1519,74.38,0.4286
1520,338.92,0.4286
1521,578.52,0.4286
1522,775.58,0.4286
1523,915.6,0.4286
1524,988.29,0.4286
1525,988.29,0.4286
1526,915.6,0.4286
1527,775.58,0.4286
1528,578.52,0.4286
1529,338.92,0.4286
1530,74.38,0.4286
1531,0.0,0.0
1532,0.0,0.0
1533,0.0,0.0
1534,0.0,0.0
1535,0.0,0.0
1536,0.0,0.0
1537,0.0,0.0
1538,0.0,0.0
1539,0.0,0.0
1540,0.0,0.0
1541,0.0,0.0
1542,0.0,0.0
1543,81.64,0.4286
1544,359.33,0.4286
1545,610.71,0.4286
1546,817.36,0.4286
1547,964.16,0.4286
1548,1040.34,0.4286
1549,1040.34,0.4286
1550,964.16,0.4286
1551,817.36,0.4286
1552,610.71,0.4286
1553,359.33,0.4286
1554,81.64,0.4286
1555,0.0,0.0
1556,0.0,0.0
1557,0.0,0.0
1558,0.0,0.0
1559,0.0,0.0
1560,0.0,0.0
1561,0.0,0.0
1562,0.0,0.0
1563,0.0,0.0
1564,0.0,0.0
1565,0.0,0.0
1566,0.0,0.0
1567,84.99,0.4286
1568,361.91,0.4286
1569,612.44,0.4286
1570,818.32,0.4286
1571,964.52,0.4286
1572,1040.39,0.4286
1573,1040.39,0.4286
1574,964.52,0.4286
1575,818.32,0.4286
1576,612.44,0.4286
1577,361.91,0.4286
1578,84.99,0.4286
1579,0.0,0.0
1580,0.0,0.0
1581,0.0,0.0
1582,0.0,0.0
1583,0.0,0.0
1584,0.0,0.0
1585,0.0,0.0
1586,0.0,0.0
1587,0.0,0.0
1588,0.0,0.0
1589,0.0,0.0
1590,0.0,0.0
1591,88.33,0.4286
1592,364.49,0.4286
1593,614.18,0.4286
1594,819.27,0.4286
1595,964.88,0.4286
1596,1040.43,0.4286
1597,1040.43,0.4286
1598,964.88,0.4286
1599,819.27,0.4286
1600,614.18,0.4286
1601,364.49,0.4286
1602,88.33,0.4286
1603,0.0,0.0
1604,0.0,0.0
1605,0.0,0.0
1606,0.0,0.0
1607,0.0,0.0
1608,0.0,0.0
1609,0.0,0.0
1610,0.0,0.0
1611,0.0,0.0
1612,0.0,0.0
1613,0.0,0.0
1614,0.0,0.0
1615,91.67,0.4286
1616,367.06,0.4286
1617,615.91,0.4286
1618,820.23,0.4286
1619,965.24,0.4286
1620,1040.47,0.4286
1621,1040.47,0.4286
1622,965.24,0.4286
1623,820.23,0.4286
1624,615.91,0.4286
1625,367.06,0.4286
1626,91.67,0.4286
1627,0.0,0.0
1628,0.0,0.0
1629,0.0,0.0
1630,0.0,0.0
1631,0.0,0.0
1632,0.0,0.0
1633,0.0,0.0
1634,0.0,0.0
1635,0.0,0.0
1636,0.0,0.0
1637,0.0,0.0
1638,0.0,0.0
1639,95.02,0.4286
1640,369.63,0.4286
1641,617.64,0.4286
1642,821.18,0.4286
1643,965.6,0.4286
1644,1040.51,0.4286
1645,1040.51,0.4286
1646,965.6,0.4286
1647,821.18,0.4286
1648,617.64,0.4286
1649,369.63,0.4286
1650,95.02,0.4286
1651,0.0,0.0
1652,0.0,0.0
1653,0.0,0.0
1654,0.0,0.0
1655,0.0,0.0
1656,0.0,0.0
1657,0.0,0.0
1658,0.0,0.0
1659,0.0,0.0
1660,0.0,0.0
1661,0.0,0.0
1662,0.0,0.0
1663,98.36,0.4286
1664,372.2,0.4286
1665,619.36,0.4286
1666,822.13,0.4286
1667,965.96,0.4286
1668,1040.55,0.4286
1669,1040.55,0.4286
1670,965.96,0.4286
1671,822.13,0.4286
1672,619.36,0.4286
1673,372.2,0.4286
1674,98.36,0.4286
1675,0.0,0.0
1676,0.0,0.0
1677,0.0,0.0
1678,0.0,0.0
1679,0.0,0.0
1680,0.0,0.0
1681,0.0,0.0
1682,0.0,0.0
1683,0.0,0.0
1684,0.0,0.0
1685,0.0,0.0
1686,0.0,0.0
1687,96.61,0.4286
1688,356.02,0.4286
1689,590.03,0.4286
1690,781.92,0.4286
1691,918.0,0.4286
1692,988.56,0.4286
1693,988.56,0.4286
1694,918.0,0.4286
1695,781.92,0.4286
1696,590.03,0.4286
1697,356.02,0.4286
1698,96.61,0.4286
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,105.02,0.4286
1712,377.32,0.4286
1713,622.8,0.4286
1714,824.02,0.4286
1715,966.67,0.4286
1716,1040.63,0.4286
1717,1040.63,0.4286
1718,966.67,0.4286
1719,824.02,0.4286
1720,622.8,0.4286
1721,377.32,0.4286
1722,105.02,0.4286
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,108.35,0.4286
1736,379.87,0.4286
1737,624.51,0.4286
1738,824.96,0.4286
1739,967.03,0.4286
1740,1040.67,0.4286
1741,1040.67,0.4286
1742,967.03,0.4286
1743,824.96,0.4286
1744,624.51,0.4286
1745,379.87,0.4286
1746,108.35,0.4286
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,111.67,0.4286
1760,382.42,0.4286
1761,626.22,0.4286
1762,825.9,0.4286
1763,967.38,0.4286
1764,1040.71,0.4286
1765,1040.71,0.4286
1766,967.38,0.4286
1767,825.9,0.4286
1768,626.22,0.4286
1769,382.42,0.4286
1770,111.67,0.4286
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,114.98,0.4286
1784,384.95,0.4286
1785,627.92,0.4286
1786,826.83,0.4286
1787,967.74,0.4286
1788,1040.75,0.4286
1789,1040.75,0.4286
1790,967.74,0.4286
1791,826.83,0.4286
1792,627.92,0.4286
1793,384.95,0.4286
1794,114.98,0.4286
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,118.28,0.4286
1808,387.48,0.4286
1809,629.61,0.4286
1810,827.76,0.4286
1811,968.09,0.4286
1812,1040.79,0.4286
1813,1040.79,0.4286
1814,968.09,0.4286
1815,827.76,0.4286
1816,629.61,0.4286
1817,387.48,0.4286
1818,118.28,0.4286
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,121.58,0.4286
1832,390.0,0.4286
1833,631.3,0.4286
1834,828.69,0.4286
1835,968.44,0.4286
1836,1040.83,0.4286
1837,1040.83,0.4286
1838,968.44,0.4286
1839,828.69,0.4286
1840,631.3,0.4286
1841,390.0,0.4286
1842,121.58,0.4286
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,118.62,0.4286
1856,372.88,0.4286
1857,601.33,0.4286
1858,788.13,0.4286
1859,920.35,0.4286
1860,988.83,0.4286
1861,988.83,0.4286
1862,920.35,0.4286
1863,788.13,0.4286
1864,601.33,0.4286
1865,372.88,0.4286
1866,118.62,0.4286
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,128.13,0.4286
1880,395.01,0.4286
1881,634.65,0.4286
1882,830.53,0.4286
1883,969.13,0.4286
1884,1040.91,0.4286
1885,1040.91,0.4286
1886,969.13,0.4286
1887,830.53,0.4286
1888,634.65,0.4286
1889,395.01,0.4286
1890,128.13,0.4286
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,131.39,0.4286
1904,397.49,0.4286
1905,636.31,0.4286
1906,831.44,0.4286
1907,969.48,0.4286
1908,1040.95,0.4286
1909,1040.95,0.4286
1910,969.48,0.4286
1911,831.44,0.4286
1912,636.31,0.4286
1913,397.49,0.4286
1914,131.39,0.4286
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,134.63,0.4286
1928,399.97,0.4286
1929,637.97,0.4286
1930,832.34,0.4286
1931,969.82,0.4286
1932,1040.99,0.4286
1933,1040.99,0.4286
1934,969.82,0.4286
1935,832.34,0.4286
1936,637.97,0.4286
1937,399.97,0.4286
1938,134.63,0.4286
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,0.0,0.0
1950,0.0,0.0
1951,137.86,0.4286
1952,402.43,0.4286
1953,639.61,0.4286
1954,833.25,0.4286
1955,970.16,0.4286
1956,1041.03,0.4286
1957,1041.03,0.4286
1958,970.16,0.4286
1959,833.25,0.4286
1960,639.61,0.4286
1961,402.43,0.4286
1962,137.86,0.4286
1963,0.0,0.0
1964,0.0,0.0
1965,0.0,0.0
1966,0.0,0.0
1967,0.0,0.0
1968,0.0,0.0
1969,0.0,0.0
1970,0.0,0.0
1971,0.0,0.0
1972,0.0,0.0
1973,0.0,0.0
1974,0.0,0.0
1975,141.07,0.4286
1976,404.88,0.4286
1977,641.24,0.4286
1978,834.14,0.4286
1979,970.5,0.4286
1980,1041.07,0.4286
1981,1041.07,0.4286
1982,970.5,0.4286
1983,834.14,0.4286
1984,641.24,0.4286
1985,404.88,0.4286
1986,141.07,0.4286
1987,0.0,0.0
1988,0.0,0.0
1989,0.0,0.0
1990,0.0,0.0
1991,0.0,0.0
1992,0.0,0.0
1993,0.0,0.0
1994,0.0,0.0
1995,0.0,0.0
1996,0.0,0.0
1997,0.0,0.0
1998,0.0,0.0
1999,144.27,0.4286
2000,407.32,0.4286
2001,642.87,0.4286
2002,835.03,0.4286
2003,970.83,0.4286
2004,1041.1,0.4286
2005,1041.1,0.4286
2006,970.83,0.4286
2007,835.03,0.4286
2008,642.87,0.4286
2009,407.32,0.4286
2010,144.27,0.4286
2011,0.0,0.0
2012,0.0,0.0
2013,0.0,0.0
2014,0.0,0.0
2015,0.0,0.0
2016,0.0,0.0
2017,0.0,0.0
2018,0.0,0.0
2019,0.0,0.0
2020,0.0,0.0
2021,0.0,0.0
2022,0.0,0.0
2023,140.08,0.4286
2024,389.25,0.4286
2025,612.26,0.4286
2026,794.12,0.4286
2027,922.61,0.4286
2028,989.08,0.4286
2029,989.08,0.4286
2030,922.61,0.4286
2031,794.12,0.4286
2032,612.26,0.4286
2033,389.25,0.4286
2034,140.08,0.4286
2035,0.0,0.0
2036,0.0,0.0
2037,0.0,0.0
2038,0.0,0.0
2039,0.0,0.0
2040,0.0,0.0
2041,0.0,0.0
2042,0.0,0.0
2043,0.0,0.0
2044,0.0,0.0
2045,0.0,0.0
2046,0.0,0.0
2047,150.61,0.4286
2048,412.14,0.4286
2049,646.09,0.4286
2050,836.79,0.4286
2051,971.5,0.4286
2052,1041.18,0.4286
2053,1041.18,0.4286
2054,971.5,0.4286
2055,836.79,0.4286
2056,646.09,0.4286
2057,412.14,0.4286
2058,150.61,0.4286
2059,0.0,0.0
2060,0.0,0.0
2061,0.0,0.0
2062,0.0,0.0
2063,0.0,0.0
2064,0.0,0.0
2065,0.0,0.0
2066,0.0,0.0
2067,0.0,0.0
2068,0.0,0.0
2069,0.0,0.0
2070,0.0,0.0
2071,153.76,0.4286
2072,414.53,0.4286
2073,647.68,0.4286
2074,837.67,0.4286
2075,971.82,0.4286
2076,1041.22,0.4286
2077,1041.22,0.4286
2078,971.82,0.4286
2079,837.67,0.4286
2080,647.68,0.4286
2081,414.53,0.4286
2082,153.76,0.4286
2083,0.0,0.0
2084,0.0,0.0
2085,0.0,0.0
2086,0.0,0.0
2087,0.0,0.0
2088,0.0,0.0
2089,0.0,0.0
2090,0.0,0.0
2091,0.0,0.0
2092,0.0,0.0
2093,0.0,0.0
2094,0.0,0.0
2095,156.88,0.4286
2096,416.9,0.4286
2097,649.26,0.4286
2098,838.53,0.4286
2099,972.15,0.4286
2100,1041.25,0.4286
2101,1041.25,0.4286
2102,972.15,0.4286
2103,838.53,0.4286
2104,649.26,0.4286
2105,416.9,0.4286
2106,156.88,0.4286
2107,0.0,0.0
2108,0.0,0.0
2109,0.0,0.0
2110,0.0,0.0
2111,0.0,0.0
2112,0.0,0.0
2113,0.0,0.0
2114,0.0,0.0
2115,0.0,0.0
2116,0.0,0.0
2117,0.0,0.0
2118,0.0,0.0
2119,159.98,0.4286
2120,419.26,0.4286
2121,650.83,0.4286
2122,839.39,0.4286
2123,972.47,0.4286
2124,1041.29,0.4286
2125,1041.29,0.4286
2126,972.47,0.4286
2127,839.39,0.4286
2128,650.83,0.4286
2129,419.26,0.4286
2130,159.98,0.4286
2131,0.0,0.0
2132,0.0,0.0
2133,0.0,0.0
2134,0.0,0.0
2135,0.0,0.0
2136,0.0,0.0
2137,0.0,0.0
2138,0.0,0.0
2139,0.0,0.0
2140,0.0,0.0
2141,0.0,0.0
2142,0.0,0.0
2143,163.07,0.4286
2144,421.6,0.4286
2145,652.39,0.4286
2146,840.24,0.4286
2147,972.79,0.4286
2148,1041.33,0.4286
2149,1041.33,0.4286
2150,972.79,0.4286
2151,840.24,0.4286
2152,652.39,0.4286
2153,421.6,0.4286
2154,163.07,0.4286
2155,0.0,0.0
2156,0.0,0.0
2157,0.0,0.0
2158,0.0,0.0
2159,0.0,0.0
2160,0.0,0.0
2161,0.0,0.0
2162,0.0,0.0
2163,0.0,0.0
2164,0.0,0.0
2165,0.0,0.0
2166,0.0,0.0
2167,166.13,0.4286
2168,423.92,0.4286
2169,653.93,0.4286
2170,841.08,0.4286
2171,973.11,0.4286
2172,1041.36,0.4286
2173,1041.36,0.4286
2174,973.11,0.4286
2175,841.08,0.4286
2176,653.93,0.4286
2177,423.92,0.4286
2178,166.13,0.4286
2179,0.0,0.0
2180,0.0,0.0
2181,0.0,0.0
2182,0.0,0.0
2183,0.0,0.0
2184,0.0,0.0
2185,0.0,0.0
2186,0.0,0.0
2187,0.0,0.0
2188,0.0,0.0
2189,0.0,0.0
2190,0.0,0.0
2191,160.71,0.4286
2192,404.91,0.4286
2193,622.69,0.4286
2194,799.82,0.4286
2195,924.76,0.4286
2196,989.33,0.4286
2197,989.33,0.4286
2198,924.76,0.4286
2199,799.82,0.4286
2200,622.69,0.4286
2201,404.91,0.4286
2202,160.71,0.4286
2203,0.0,0.0
2204,0.0,0.0
2205,0.0,0.0
2206,0.0,0.0
2207,0.0,0.0
2208,0.0,0.0
2209,0.0,0.0
2210,0.0,0.0
2211,0.0,0.0
2212,0.0,0.0
2213,0.0,0.0
2214,0.0,0.0
2215,172.18,0.4286
2216,428.51,0.4286
2217,656.98,0.4286
2218,842.75,0.4286
2219,973.74,0.4286
2220,1041.43,0.4286
2221,1041.43,0.4286
2222,973.74,0.4286
2223,842.75,0.4286
2224,656.98,0.4286
2225,428.51,0.4286
2226,172.18,0.4286
2227,0.0,0.0
2228,0.0,0.0
2229,0.0,0.0
2230,0.0,0.0
2231,0.0,0.0
2232,0.0,0.0
2233,0.0,0.0
2234,0.0,0.0
2235,0.0,0.0
2236,0.0,0.0
2237,0.0,0.0
2238,0.0,0.0
2239,175.17,0.4286
2240,430.77,0.4286
2241,658.49,0.4286
2242,843.57,0.4286
2243,974.05,0.4286
2244,1041.47,0.4286
2245,1041.47,0.4286
2246,974.05,0.4286
2247,843.57,0.4286
2248,658.49,0.4286
2249,430.77,0.4286
2250,175.17,0.4286
2251,0.0,0.0
2252,0.0,0.0
2253,0.0,0.0
2254,0.0,0.0
2255,0.0,0.0
2256,0.0,0.0
2257,0.0,0.0
2258,0.0,0.0
2259,0.0,0.0
2260,0.0,0.0
2261,0.0,0.0
2262,0.0,0.0
2263,178.14,0.4286
2264,433.02,0.4286
2265,659.98,0.4286
2266,844.39,0.4286
2267,974.35,0.4286
2268,1041.5,0.4286
2269,1041.5,0.4286
2270,974.35,0.4286
2271,844.39,0.4286
2272,659.98,0.4286
2273,433.02,0.4286
2274,178.14,0.4286
2275,0.0,0.0
2276,0.0,0.0
2277,0.0,0.0
2278,0.0,0.0
2279,0.0,0.0
2280,0.0,0.0
2281,0.0,0.0
2282,0.0,0.0
2283,0.0,0.0
2284,0.0,0.0
2285,0.0,0.0
2286,0.0,0.0
2287,181.08,0.4286
2288,435.24,0.4286
2289,661.45,0.4286
2290,845.19,0.4286
2291,974.66,0.4286
2292,1041.54,0.4286
2293,1041.54,0.4286
2294,974.66,0.4286
2295,845.19,0.4286
2296,661.45,0.4286
2297,435.24,0.4286
2298,181.08,0.4286
2299,0.0,0.0
2300,0.0,0.0
2301,0.0,0.0
2302,0.0,0.0
2303,0.0,0.0
2304,0.0,0.0
2305,0.0,0.0
2306,0.0,0.0
2307,0.0,0.0
2308,0.0,0.0
2309,0.0,0.0
2310,0.0,0.0
2311,183.99,0.4286
2312,437.44,0.4286
2313,662.91,0.4286
2314,845.99,0.4286
2315,974.96,0.4286
2316,1041.57,0.4286
2317,1041.57,0.4286
2318,974.96,0.4286
2319,845.99,0.4286
2320,662.91,0.4286
2321,437.44,0.4286
2322,183.99,0.4286
2323,0.0,0.0
2324,0.0,0.0
2325,0.0,0.0
2326,0.0,0.0
2327,0.0,0.0
2328,0.0,0.0
2329,0.0,0.0
2330,0.0,0.0
2331,0.0,0.0
2332,0.0,0.0
2333,0.0,0.0
2334,0.0,0.0
2335,186.88,0.4286
2336,439.62,0.4286
2337,664.36,0.4286
2338,846.78,0.4286
2339,975.25,0.4286
2340,1041.61,0.4286
2341,1041.61,0.4286
2342,975.25,0.4286
2343,846.78,0.4286
2344,664.36,0.4286
2345,439.62,0.4286
2346,186.88,0.4286
2347,0.0,0.0
2348,0.0,0.0
2349,0.0,0.0
2350,0.0,0.0
2351,0.0,0.0
2352,0.0,0.0
2353,0.0,0.0
2354,0.0,0.0
2355,0.0,0.0
2356,0.0,0.0
2357,0.0,0.0
2358,0.0,0.0
2359,180.26,0.4286
2360,419.69,0.4286
2361,632.5,0.4286
2362,805.18,0.4286
2363,926.77,0.4286
2364,989.56,0.4286
2365,989.56,0.4286
2366,926.77,0.4286
2367,805.18,0.4286
2368,632.5,0.4286
2369,419.69,0.4286
2370,180.26,0.4286
2371,0.0,0.0
2372,0.0,0.0
2373,0.0,0.0
2374,0.0,0.0
2375,0.0,0.0
2376,0.0,0.0
2377,0.0,0.0
2378,0.0,0.0
2379,0.0,0.0
2380,0.0,0.0
2381,0.0,0.0
2382,0.0,0.0
2383,192.58,0.4286
2384,443.92,0.4286
2385,667.21,0.4286
2386,848.33,0.4286
2387,975.84,0.4286
2388,1041.67,0.4286
2389,1041.67,0.4286
2390,975.84,0.4286
2391,848.33,0.4286
2392,667.21,0.4286
2393,443.92,0.4286
2394,192.58,0.4286
2395,0.0,0.0
2396,0.0,0.0
2397,0.0,0.0
2398,0.0,0.0
2399,0.0,0.0
2400,0.0,0.0
2401,0.0,0.0
2402,0.0,0.0
2403,0.0,0.0
2404,0.0,0.0
2405,0.0,0.0
2406,0.0,0.0
2407,195.38,0.4286
2408,446.04,0.4286
2409,668.61,0.4286
2410,849.1,0.4286
2411,976.13,0.4286
2412,1041.7,0.4286
2413,1041.7,0.4286
2414,976.13,0.4286
2415,849.1,0.4286
2416,668.61,0.4286
2417,446.04,0.4286
2418,195.38,0.4286
2419,0.0,0.0
2420,0.0,0.0
2421,0.0,0.0
2422,0.0,0.0
2423,0.0,0.0
2424,0.0,0.0
2425,0.0,0.0
2426,0.0,0.0
2427,0.0,0.0
2428,0.0,0.0
2429,0.0,0.0
2430,0.0,0.0
2431,198.16,0.4286
2432,448.13,0.4286
2433,670.0,0.4286
2434,849.85,0.4286
2435,976.41,0.4286
2436,1041.74,0.4286
2437,1041.74,0.4286
2438,976.41,0.4286
2439,849.85,0.4286
2440,670.0,0.4286
2441,448.13,0.4286
2442,198.16,0.4286
2443,0.0,0.0
2444,0.0,0.0
2445,0.0,0.0
2446,0.0,0.0
2447,0.0,0.0
2448,0.0,0.0
2449,0.0,0.0
2450,0.0,0.0
2451,0.0,0.0
2452,0.0,0.0
2453,0.0,0.0
2454,0.0,0.0
2455,200.91,0.4286
2456,450.2,0.4286
2457,671.37,0.4286
2458,850.6,0.4286
2459,976.69,0.4286
2460,1041.77,0.4286
2461,1041.77,0.4286
2462,976.69,0.4286
2463,850.6,0.4286
2464,671.37,0.4286
2465,450.2,0.4286
2466,200.91,0.4286
2467,0.0,0.0
2468,0.0,0.0
2469,0.0,0.0
2470,0.0,0.0
2471,0.0,0.0
2472,0.0,0.0
2473,0.0,0.0
2474,0.0,0.0
2475,0.0,0.0
2476,0.0,0.0
2477,0.0,0.0
2478,0.0,0.0
2479,203.62,0.4286
2480,452.24,0.4286
2481,672.72,0.4286
2482,851.33,0.4286
2483,976.97,0.4286
2484,1041.8,0.4286
2485,1041.8,0.4286
2486,976.97,0.4286
2487,851.33,0.4286
2488,672.72,0.4286
2489,452.24,0.4286
2490,203.62,0.4286
2491,0.0,0.0
2492,0.0,0.0
2493,0.0,0.0
2494,0.0,0.0
2495,0.0,0.0
2496,0.0,0.0
2497,0.0,0.0
2498,0.0,0.0
2499,0.0,0.0
2500,0.0,0.0
