Hora_Anual,DNI_W_m2,H2_kg
2501,0.0,0.0
2502,0.0,0.0
2503,206.31,0.4286
2504,454.27,0.4286
2505,674.06,0.4286
2506,852.06,0.4286
2507,977.24,0.4286
2508,1041.83,0.4286
2509,1041.83,0.4286
2510,977.24,0.4286
2511,852.06,0.4286
2512,674.06,0.4286
2513,454.27,0.4286
2514,206.31,0.4286
2515,0.0,0.0
2516,0.0,0.0
2517,0.0,0.0
2518,0.0,0.0
2519,0.0,0.0
2520,0.0,0.0
2521,0.0,0.0
2522,0.0,0.0
2523,0.0,0.0
2524,0.0,0.0
2525,0.0,0.0
2526,0.0,0.0
2527,198.52,0.4286
2528,433.45,0.4286
2529,641.61,0.4286
2530,810.14,0.4286
2531,928.63,0.4286
2532,989.77,0.4286
2533,989.77,0.4286
2534,928.63,0.4286
2535,810.14,0.4286
2536,641.61,0.4286
2537,433.45,0.4286
2538,198.52,0.4286
2539,0.0,0.0
2540,0.0,0.0
2541,0.0,0.0
2542,0.0,0.0
2543,0.0,0.0
2544,0.0,0.0
2545,0.0,0.0
2546,0.0,0.0
2547,0.0,0.0
2548,0.0,0.0
2549,0.0,0.0
2550,0.0,0.0
2551,211.59,0.4286
2552,458.24,0.4286
2553,676.68,0.4286
2554,853.49,0.4286
2555,977.78,0.4286
2556,1041.89,0.4286
2557,1041.89,0.4286
2558,977.78,0.4286
2559,853.49,0.4286
2560,676.68,0.4286
2561,458.24,0.4286
2562,211.59,0.4286
2563,0.0,0.0
2564,0.0,0.0
2565,0.0,0.0
2566,0.0,0.0
2567,0.0,0.0
2568,0.0,0.0
2569,0.0,0.0
2570,0.0,0.0
2571,0.0,0.0
2572,0.0,0.0
2573,0.0,0.0
2574,0.0,0.0
2575,214.18,0.4286
2576,460.18,0.4286
2577,677.97,0.4286
2578,854.19,0.4286
2579,978.04,0.4286
2580,1041.92,0.4286
2581,1041.92,0.4286
2582,978.04,0.4286
2583,854.19,0.4286
2584,677.97,0.4286
2585,460.18,0.4286
2586,214.18,0.4286
2587,0.0,0.0
2588,0.0,0.0
2589,0.0,0.0
2590,0.0,0.0
2591,0.0,0.0
2592,0.0,0.0
2593,0.0,0.0
2594,0.0,0.0
2595,0.0,0.0
2596,0.0,0.0
2597,0.0,0.0
2598,0.0,0.0
2599,216.74,0.4286
2600,462.11,0.4286
2601,679.24,0.4286
2602,854.88,0.4286
2603,978.3,0.4286
2604,1041.95,0.4286
2605,1041.95,0.4286
2606,978.3,0.4286
2607,854.88,0.4286
2608,679.24,0.4286
2609,462.11,0.4286
2610,216.74,0.4286
2611,0.0,0.0
2612,0.0,0.0
2613,0.0,0.0
2614,0.0,0.0
2615,0.0,0.0
2616,0.0,0.0
2617,0.0,0.0
2618,0.0,0.0
2619,0.0,0.0
2620,0.0,0.0
2621,0.0,0.0
2622,0.0,0.0
2623,219.27,0.4286
2624,464.0,0.4286
2625,680.49,0.4286
2626,855.56,0.4286
2627,978.55,0.4286
2628,1041.98,0.4286
2629,1041.98,0.4286
2630,978.55,0.4286
2631,855.56,0.4286
2632,680.49,0.4286
2633,464.0,0.4286
2634,219.27,0.4286
2635,0.0,0.0
2636,0.0,0.0
2637,0.0,0.0
2638,0.0,0.0
2639,0.0,0.0
2640,0.0,0.0
2641,0.0,0.0
2642,0.0,0.0
2643,0.0,0.0
2644,0.0,0.0
2645,0.0,0.0
2646,0.0,0.0
2647,221.76,0.4286
2648,465.87,0.4286
2649,681.73,0.4286
2650,856.24,0.4286
2651,978.81,0.4286
2652,1042.01,0.4286
2653,1042.01,0.4286
2654,978.81,0.4286
2655,856.24,0.4286
2656,681.73,0.4286
2657,465.87,0.4286
2658,221.76,0.4286
2659,0.0,0.0
2660,0.0,0.0
2661,0.0,0.0
2662,0.0,0.0
2663,0.0,0.0
2664,0.0,0.0
2665,0.0,0.0
2666,0.0,0.0
2667,0.0,0.0
2668,0.0,0.0
2669,0.0,0.0
2670,0.0,0.0
2671,224.22,0.4286
2672,467.72,0.4286
2673,682.95,0.4286
2674,856.9,0.4286
2675,979.05,0.4286
2676,1042.04,0.4286
2677,1042.04,0.4286
2678,979.05,0.4286
2679,856.9,0.4286
2680,682.95,0.4286
2681,467.72,0.4286
2682,224.22,0.4286
2683,0.0,0.0
2684,0.0,0.0
2685,0.0,0.0
2686,0.0,0.0
2687,0.0,0.0
2688,0.0,0.0
2689,0.0,0.0
2690,0.0,0.0
2691,0.0,0.0
2692,0.0,0.0
2693,0.0,0.0
2694,0.0,0.0
2695,215.32,0.4286
2696,446.06,0.4286
2697,649.94,0.4286
2698,814.67,0.4286
2699,930.33,0.4286
2700,989.96,0.4286
2701,989.96,0.4286
2702,930.33,0.4286
2703,814.67,0.4286
2704,649.94,0.4286
2705,446.06,0.4286
2706,215.32,0.4286
2707,0.0,0.0
2708,0.0,0.0
2709,0.0,0.0
2710,0.0,0.0
2711,0.0,0.0
2712,0.0,0.0
2713,0.0,0.0
2714,0.0,0.0
2715,0.0,0.0
2716,0.0,0.0
2717,0.0,0.0
2718,0.0,0.0
2719,229.04,0.4286
2720,471.33,0.4286
2721,685.33,0.4286
2722,858.19,0.4286
2723,979.54,0.4286
2724,1042.09,0.4286
2725,1042.09,0.4286
2726,979.54,0.4286
2727,858.19,0.4286
2728,685.33,0.4286
2729,471.33,0.4286
2730,229.04,0.4286
2731,0.0,0.0
2732,0.0,0.0
2733,0.0,0.0
2734,0.0,0.0
2735,0.0,0.0
2736,0.0,0.0
2737,0.0,0.0
2738,0.0,0.0
2739,0.0,0.0
2740,0.0,0.0
2741,0.0,0.0
2742,0.0,0.0
2743,231.4,0.4286
2744,473.1,0.4286
2745,686.49,0.4286
2746,858.82,0.4286
2747,979.78,0.4286
2748,1042.12,0.4286
2749,1042.12,0.4286
2750,979.78,0.4286
2751,858.82,0.4286
2752,686.49,0.4286
2753,473.1,0.4286
2754,231.4,0.4286
2755,0.0,0.0
2756,0.0,0.0
2757,0.0,0.0
2758,0.0,0.0
2759,0.0,0.0
2760,0.0,0.0
2761,0.0,0.0
2762,0.0,0.0
2763,0.0,0.0
2764,0.0,0.0
2765,0.0,0.0
2766,0.0,0.0
2767,233.72,0.4286
2768,474.84,0.4286
2769,687.64,0.4286
2770,859.45,0.4286
2771,980.01,0.4286
2772,1042.15,0.4286
2773,1042.15,0.4286
2774,980.01,0.4286
2775,859.45,0.4286
2776,687.64,0.4286
2777,474.84,0.4286
2778,233.72,0.4286
2779,0.0,0.0
2780,0.0,0.0
2781,0.0,0.0
2782,0.0,0.0
2783,0.0,0.0
2784,0.0,0.0
2785,0.0,0.0
2786,0.0,0.0
2787,0.0,0.0
2788,0.0,0.0
2789,0.0,0.0
2790,0.0,0.0
2791,236.01,0.4286
2792,476.55,0.4286
2793,688.77,0.4286
2794,860.06,0.4286
2795,980.24,0.4286
2796,1042.17,0.4286
2797,1042.17,0.4286
2798,980.24,0.4286
2799,860.06,0.4286
2800,688.77,0.4286
2801,476.55,0.4286
2802,236.01,0.4286
2803,0.0,0.0
2804,0.0,0.0
2805,0.0,0.0
2806,0.0,0.0
2807,0.0,0.0
2808,0.0,0.0
2809,0.0,0.0
2810,0.0,0.0
2811,0.0,0.0
2812,0.0,0.0
2813,0.0,0.0
2814,0.0,0.0
2815,238.26,0.4286
2816,478.23,0.4286
2817,689.88,0.4286
2818,860.66,0.4286
2819,980.47,0.4286
2820,1042.2,0.4286
2821,1042.2,0.4286
2822,980.47,0.4286
2823,860.66,0.4286
2824,689.88,0.4286
2825,478.23,0.4286
2826,238.26,0.4286
2827,0.0,0.0
2828,0.0,0.0
2829,0.0,0.0
2830,0.0,0.0
2831,0.0,0.0
2832,0.0,0.0
2833,0.0,0.0
2834,0.0,0.0
2835,0.0,0.0
2836,0.0,0.0
2837,0.0,0.0
2838,0.0,0.0
2839,240.47,0.4286
2840,479.89,0.4286
2841,690.97,0.4286
2842,861.25,0.4286
2843,980.69,0.4286
2844,1042.22,0.4286
2845,1042.22,0.4286
2846,980.69,0.4286
2847,861.25,0.4286
2848,690.97,0.4286
2849,479.89,0.4286
2850,240.47,0.4286
2851,0.0,0.0
2852,0.0,0.0
2853,0.0,0.0
2854,0.0,0.0
2855,0.0,0.0
2856,0.0,0.0
2857,0.0,0.0
2858,0.0,0.0
2859,0.0,0.0
2860,0.0,0.0
2861,0.0,0.0
2862,0.0,0.0
2863,230.52,0.4286
2864,457.44,0.4286
2865,657.44,0.4286
2866,818.74,0.4286
2867,931.86,0.4286
2868,990.13,0.4286
2869,990.13,0.4286
2870,931.86,0.4286
2871,818.74,0.4286
2872,657.44,0.4286
2873,457.44,0.4286
2874,230.52,0.4286
2875,0.0,0.0
2876,0.0,0.0
2877,0.0,0.0
2878,0.0,0.0
2879,0.0,0.0
2880,0.0,0.0
2881,0.0,0.0
2882,0.0,0.0
2883,0.0,0.0
2884,0.0,0.0
2885,0.0,0.0
2886,0.0,0.0
2887,244.8,0.4286
2888,483.12,0.4286
2889,693.09,0.4286
2890,862.41,0.4286
2891,981.12,0.4286
2892,1042.27,0.4286
2893,1042.27,0.4286
2894,981.12,0.4286
2895,862.41,0.4286
2896,693.09,0.4286
2897,483.12,0.4286
2898,244.8,0.4286
2899,0.0,0.0
2900,0.0,0.0
2901,0.0,0.0
2902,0.0,0.0
2903,0.0,0.0
2904,0.0,0.0
2905,0.0,0.0
2906,0.0,0.0
2907,0.0,0.0
2908,0.0,0.0
2909,0.0,0.0
2910,0.0,0.0
2911,246.9,0.4286
2912,484.69,0.4286
2913,694.13,0.4286
2914,862.97,0.4286
2915,981.33,0.4286
2916,1042.29,0.4286
2917,1042.29,0.4286
2918,981.33,0.4286
2919,862.97,0.4286
2920,694.13,0.4286
2921,484.69,0.4286
2922,246.9,0.4286
2923,0.0,0.0
2924,0.0,0.0
2925,0.0,0.0
2926,0.0,0.0
2927,0.0,0.0
2928,0.0,0.0
2929,0.0,0.0
2930,0.0,0.0
2931,0.0,0.0
2932,0.0,0.0
2933,0.0,0.0
2934,0.0,0.0
2935,248.97,0.4286
2936,486.23,0.4286
2937,695.14,0.4286
2938,863.52,0.4286
2939,981.54,0.4286
2940,1042.32,0.4286
2941,1042.32,0.4286
2942,981.54,0.4286
2943,863.52,0.4286
2944,695.14,0.4286
2945,486.23,0.4286
2946,248.97,0.4286
2947,0.0,0.0
2948,0.0,0.0
2949,0.0,0.0
2950,0.0,0.0
2951,0.0,0.0
2952,0.0,0.0
2953,0.0,0.0
2954,0.0,0.0
2955,0.0,0.0
2956,0.0,0.0
2957,0.0,0.0
2958,0.0,0.0
2959,251.0,0.4286
2960,487.75,0.4286
2961,696.14,0.4286
2962,864.06,0.4286
2963,981.74,0.4286
2964,1042.34,0.4286
2965,1042.34,0.4286
2966,981.74,0.4286
2967,864.06,0.4286
2968,696.14,0.4286
2969,487.75,0.4286
2970,251.0,0.4286
2971,0.0,0.0
2972,0.0,0.0
2973,0.0,0.0
2974,0.0,0.0
2975,0.0,0.0
2976,0.0,0.0
2977,0.0,0.0
2978,0.0,0.0
2979,0.0,0.0
2980,0.0,0.0
2981,0.0,0.0
2982,2.08,0.0793
2983,252.99,0.4286
2984,489.23,0.4286
2985,697.12,0.4286
2986,864.59,0.4286
2987,981.94,0.4286
2988,1042.36,0.4286
2989,1042.36,0.4286
2990,981.94,0.4286
2991,864.59,0.4286
2992,697.12,0.4286
2993,489.23,0.4286
2994,252.99,0.4286
2995,2.08,0.0793
2996,0.0,0.0
2997,0.0,0.0
2998,0.0,0.0
2999,0.0,0.0
3000,0.0,0.0
3001,0.0,0.0
3002,0.0,0.0
3003,0.0,0.0
3004,0.0,0.0
3005,0.0,0.0
3006,4.46,0.17
3007,254.95,0.4286
3008,490.69,0.4286
3009,698.08,0.4286
3010,865.11,0.4286
3011,982.13,0.4286
3012,1042.39,0.4286
3013,1042.39,0.4286
3014,982.13,0.4286
3015,865.11,0.4286
3016,698.08,0.4286
3017,490.69,0.4286
3018,254.95,0.4286
3019,4.46,0.17
3020,0.0,0.0
3021,0.0,0.0
3022,0.0,0.0
3023,0.0,0.0
3024,0.0,0.0
3025,0.0,0.0
3026,0.0,0.0
3027,0.0,0.0
3028,0.0,0.0
3029,0.0,0.0
3030,6.46,0.246
3031,244.02,0.4286
3032,467.51,0.4286
3033,664.06,0.4286
3034,822.33,0.4286
3035,933.21,0.4286
3036,990.29,0.4286
3037,990.29,0.4286
3038,933.21,0.4286
3039,822.33,0.4286
3040,664.06,0.4286
3041,467.51,0.4286
3042,244.02,0.4286
3043,6.46,0.246
3044,0.0,0.0
3045,0.0,0.0
3046,0.0,0.0
3047,0.0,0.0
3048,0.0,0.0
3049,0.0,0.0
3050,0.0,0.0
3051,0.0,0.0
3052,0.0,0.0
3053,0.0,0.0
3054,9.09,0.3461
3055,258.74,0.4286
3056,493.52,0.4286
3057,699.93,0.4286
3058,866.11,0.4286
3059,982.51,0.4286
3060,1042.43,0.4286
3061,1042.43,0.4286
3062,982.51,0.4286
3063,866.11,0.4286
3064,699.93,0.4286
3065,493.52,0.4286
3066,258.74,0.4286
3067,9.09,0.3461
3068,0.0,0.0
3069,0.0,0.0
3070,0.0,0.0
3071,0.0,0.0
3072,0.0,0.0
3073,0.0,0.0
3074,0.0,0.0
3075,0.0,0.0
3076,0.0,0.0
3077,0.0,0.0
3078,11.33,0.4286
3079,260.58,0.4286
3080,494.89,0.4286
3081,700.83,0.4286
3082,866.6,0.4286
3083,982.69,0.4286
3084,1042.45,0.4286
3085,1042.45,0.4286
3086,982.69,0.4286
3087,866.6,0.4286
3088,700.83,0.4286
3089,494.89,0.4286
3090,260.58,0.4286
3091,11.33,0.4286
3092,0.0,0.0
3093,0.0,0.0
3094,0.0,0.0
3095,0.0,0.0
3096,0.0,0.0
3097,0.0,0.0
3098,0.0,0.0
3099,0.0,0.0
3100,0.0,0.0
3101,0.0,0.0
3102,13.53,0.4286
3103,262.38,0.4286
3104,496.23,0.4286
3105,701.71,0.4286
3106,867.08,0.4286
3107,982.87,0.4286
3108,1042.47,0.4286
3109,1042.47,0.4286
3110,982.87,0.4286
3111,867.08,0.4286
3112,701.71,0.4286
3113,496.23,0.4286
3114,262.38,0.4286
3115,13.53,0.4286
3116,0.0,0.0
3117,0.0,0.0
3118,0.0,0.0
3119,0.0,0.0
3120,0.0,0.0
3121,0.0,0.0
3122,0.0,0.0
3123,0.0,0.0
3124,0.0,0.0
3125,0.0,0.0
3126,15.67,0.4286
3127,264.14,0.4286
3128,497.54,0.4286
3129,702.57,0.4286
3130,867.54,0.4286
3131,983.04,0.4286
3132,1042.49,0.4286
3133,1042.49,0.4286
3134,983.04,0.4286
3135,867.54,0.4286
3136,702.57,0.4286
3137,497.54,0.4286
3138,264.14,0.4286
3139,15.67,0.4286
3140,0.0,0.0
3141,0.0,0.0
3142,0.0,0.0
3143,0.0,0.0
3144,0.0,0.0
3145,0.0,0.0
3146,0.0,0.0
3147,0.0,0.0
3148,0.0,0.0
3149,0.0,0.0
3150,17.78,0.4286
3151,265.86,0.4286
3152,498.82,0.4286
3153,703.42,0.4286
3154,868.0,0.4286
3155,983.21,0.4286
3156,1042.51,0.4286
3157,1042.51,0.4286
3158,983.21,0.4286
3159,868.0,0.4286
3160,703.42,0.4286
3161,498.82,0.4286
3162,265.86,0.4286
3163,17.78,0.4286
3164,0.0,0.0
3165,0.0,0.0
3166,0.0,0.0
3167,0.0,0.0
3168,0.0,0.0
3169,0.0,0.0
3170,0.0,0.0
3171,0.0,0.0
3172,0.0,0.0
3173,0.0,0.0
3174,19.83,0.4286
3175,267.54,0.4286
3176,500.08,0.4286
3177,704.24,0.4286
3178,868.44,0.4286
3179,983.38,0.4286
3180,1042.53,0.4286
3181,1042.53,0.4286
3182,983.38,0.4286
3183,868.44,0.4286
3184,704.24,0.4286
3185,500.08,0.4286
3186,267.54,0.4286
3187,19.83,0.4286
3188,0.0,0.0
3189,0.0,0.0
3190,0.0,0.0
3191,0.0,0.0
3192,0.0,0.0
3193,0.0,0.0
3194,0.0,0.0
3195,0.0,0.0
3196,0.0,0.0
3197,0.0,0.0
3198,20.75,0.4286
3199,255.73,0.4286
3200,476.23,0.4286
3201,669.79,0.4286
3202,825.43,0.4286
3203,934.37,0.4286
3204,990.42,0.4286
3205,990.42,0.4286
3206,934.37,0.4286
3207,825.43,0.4286
3208,669.79,0.4286
3209,476.23,0.4286
3210,255.73,0.4286
3211,20.75,0.4286
3212,0.0,0.0
3213,0.0,0.0
3214,0.0,0.0
3215,0.0,0.0
3216,0.0,0.0
3217,0.0,0.0
3218,0.0,0.0
3219,0.0,0.0
3220,0.0,0.0
3221,0.0,0.0
3222,23.8,0.4286
3223,270.79,0.4286
3224,502.49,0.4286
3225,705.82,0.4286
3226,869.3,0.4286
3227,983.7,0.4286
3228,1042.56,0.4286
3229,1042.56,0.4286
3230,983.7,0.4286
3231,869.3,0.4286
3232,705.82,0.4286
3233,502.49,0.4286
3234,270.79,0.4286
3235,23.8,0.4286
3236,0.0,0.0
3237,0.0,0.0
3238,0.0,0.0
3239,0.0,0.0
3240,0.0,0.0
3241,0.0,0.0
3242,0.0,0.0
3243,0.0,0.0
3244,0.0,0.0
3245,0.0,0.0
3246,25.71,0.4286
3247,272.35,0.4286
3248,503.65,0.4286
3249,706.58,0.4286
3250,869.71,0.4286
3251,983.86,0.4286
3252,1042.58,0.4286
3253,1042.58,0.4286
3254,983.86,0.4286
3255,869.71,0.4286
3256,706.58,0.4286
3257,503.65,0.4286
3258,272.35,0.4286
3259,25.71,0.4286
3260,0.0,0.0
3261,0.0,0.0
3262,0.0,0.0
3263,0.0,0.0
3264,0.0,0.0
3265,0.0,0.0
3266,0.0,0.0
3267,0.0,0.0
3268,0.0,0.0
3269,0.0,0.0
3270,27.58,0.4286
3271,273.88,0.4286
3272,504.78,0.4286
3273,707.32,0.4286
3274,870.11,0.4286
3275,984.01,0.4286
3276,1042.6,0.4286
3277,1042.6,0.4286
3278,984.01,0.4286
3279,870.11,0.4286
3280,707.32,0.4286
3281,504.78,0.4286
3282,273.88,0.4286
3283,27.58,0.4286
3284,0.0,0.0
3285,0.0,0.0
3286,0.0,0.0
3287,0.0,0.0
3288,0.0,0.0
3289,0.0,0.0
3290,0.0,0.0
3291,0.0,0.0
3292,0.0,0.0
3293,0.0,0.0
3294,29.39,0.4286
3295,275.36,0.4286
3296,505.89,0.4286
3297,708.05,0.4286
3298,870.5,0.4286
3299,984.15,0.4286
3300,1042.61,0.4286
3301,1042.61,0.4286
3302,984.15,0.4286
3303,870.5,0.4286
3304,708.05,0.4286
3305,505.89,0.4286
3306,275.36,0.4286
3307,29.39,0.4286
3308,0.0,0.0
3309,0.0,0.0
3310,0.0,0.0
3311,0.0,0.0
3312,0.0,0.0
3313,0.0,0.0
3314,0.0,0.0
3315,0.0,0.0
3316,0.0,0.0
3317,0.0,0.0
3318,31.16,0.4286
3319,276.8,0.4286
3320,506.96,0.4286
3321,708.75,0.4286
3322,870.88,0.4286
3323,984.29,0.4286
3324,1042.63,0.4286
3325,1042.63,0.4286
3326,984.29,0.4286
3327,870.88,0.4286
3328,708.75,0.4286
3329,506.96,0.4286
3330,276.8,0.4286
3331,31.16,0.4286
3332,0.0,0.0
3333,0.0,0.0
3334,0.0,0.0
3335,0.0,0.0
3336,0.0,0.0
3337,0.0,0.0
3338,0.0,0.0
3339,0.0,0.0
3340,0.0,0.0
3341,0.0,0.0
3342,32.87,0.4286
3343,278.2,0.4286
3344,508.0,0.4286
3345,709.43,0.4286
3346,871.25,0.4286
3347,984.43,0.4286
3348,1042.65,0.4286
3349,1042.65,0.4286
3350,984.43,0.4286
3351,871.25,0.4286
3352,709.43,0.4286
3353,508.0,0.4286
3354,278.2,0.4286
3355,32.87,0.4286
3356,0.0,0.0
3357,0.0,0.0
3358,0.0,0.0
3359,0.0,0.0
3360,0.0,0.0
3361,0.0,0.0
3362,0.0,0.0
3363,0.0,0.0
3364,0.0,0.0
3365,0.0,0.0
3366,32.81,0.4286
3367,265.58,0.4286
3368,483.56,0.4286
3369,674.59,0.4286
3370,828.03,0.4286
3371,935.34,0.4286
3372,990.53,0.4286
3373,990.53,0.4286
3374,935.34,0.4286
3375,828.03,0.4286
3376,674.59,0.4286
3377,483.56,0.4286
3378,265.58,0.4286
3379,32.81,0.4286
3380,0.0,0.0
3381,0.0,0.0
3382,0.0,0.0
3383,0.0,0.0
3384,0.0,0.0
3385,0.0,0.0
3386,0.0,0.0
3387,0.0,0.0
3388,0.0,0.0
3389,0.0,0.0
3390,36.16,0.4286
3391,280.88,0.4286
3392,509.99,0.4286
3393,710.73,0.4286
3394,871.96,0.4286
3395,984.7,0.4286
3396,1042.68,0.4286
3397,1042.68,0.4286
3398,984.7,0.4286
3399,871.96,0.4286
3400,710.73,0.4286
3401,509.99,0.4286
3402,280.88,0.4286
3403,36.16,0.4286
3404,0.0,0.0
3405,0.0,0.0
3406,0.0,0.0
3407,0.0,0.0
3408,0.0,0.0
3409,0.0,0.0
3410,0.0,0.0
3411,0.0,0.0
3412,0.0,0.0
3413,0.0,0.0
3414,37.73,0.4286
3415,282.16,0.4286
3416,510.94,0.4286
3417,711.36,0.4286
3418,872.29,0.4286
3419,984.82,0.4286
3420,1042.69,0.4286
3421,1042.69,0.4286
3422,984.82,0.4286
3423,872.29,0.4286
3424,711.36,0.4286
3425,510.94,0.4286
3426,282.16,0.4286
3427,37.73,0.4286
3428,0.0,0.0
3429,0.0,0.0
3430,0.0,0.0
3431,0.0,0.0
3432,0.0,0.0
3433,0.0,0.0
3434,0.0,0.0
3435,0.0,0.0
3436,0.0,0.0
3437,0.0,0.0
3438,39.24,0.4286
3439,283.4,0.4286
3440,511.86,0.4286
3441,711.96,0.4286
3442,872.62,0.4286
3443,984.94,0.4286
3444,1042.7,0.4286
3445,1042.7,0.4286
3446,984.94,0.4286
3447,872.62,0.4286
3448,711.96,0.4286
3449,511.86,0.4286
3450,283.4,0.4286
3451,39.24,0.4286
3452,0.0,0.0
3453,0.0,0.0
3454,0.0,0.0
3455,0.0,0.0
3456,0.0,0.0
3457,0.0,0.0
3458,0.0,0.0
3459,0.0,0.0
3460,0.0,0.0
3461,0.0,0.0
3462,40.71,0.4286
3463,284.6,0.4286
3464,512.74,0.4286
3465,712.54,0.4286
3466,872.93,0.4286
3467,985.06,0.4286
3468,1042.72,0.4286
3469,1042.72,0.4286
3470,985.06,0.4286
3471,872.93,0.4286
3472,712.54,0.4286
3473,512.74,0.4286
3474,284.6,0.4286
3475,40.71,0.4286
3476,0.0,0.0
3477,0.0,0.0
3478,0.0,0.0
3479,0.0,0.0
3480,0.0,0.0
3481,0.0,0.0
3482,0.0,0.0
3483,0.0,0.0
3484,0.0,0.0
3485,0.0,0.0
3486,42.13,0.4286
3487,285.75,0.4286
3488,513.6,0.4286
3489,713.1,0.4286
3490,873.24,0.4286
3491,985.17,0.4286
3492,1042.73,0.4286
3493,1042.73,0.4286
3494,985.17,0.4286
3495,873.24,0.4286
3496,713.1,0.4286
3497,513.6,0.4286
3498,285.75,0.4286
3499,42.13,0.4286
3500,0.0,0.0
3501,0.0,0.0
3502,0.0,0.0
3503,0.0,0.0
3504,0.0,0.0
3505,0.0,0.0
3506,0.0,0.0
3507,0.0,0.0
3508,0.0,0.0
3509,0.0,0.0
3510,43.5,0.4286
3511,286.87,0.4286
3512,514.43,0.4286
3513,713.64,0.4286
3514,873.53,0.4286
3515,985.28,0.4286
3516,1042.74,0.4286
3517,1042.74,0.4286
3518,985.28,0.4286
3519,873.53,0.4286
3520,713.64,0.4286
3521,514.43,0.4286
3522,286.87,0.4286
3523,43.5,0.4286
3524,0.0,0.0
3525,0.0,0.0
3526,0.0,0.0
3527,0.0,0.0
3528,0.0,0.0
3529,0.0,0.0
3530,0.0,0.0
3531,0.0,0.0
3532,0.0,0.0
3533,0.0,0.0
3534,42.58,0.4286
3535,273.54,0.4286
3536,489.46,0.4286
3537,678.45,0.4286
3538,830.12,0.4286
3539,936.12,0.4286
3540,990.62,0.4286
3541,990.62,0.4286
3542,936.12,0.4286
3543,830.12,0.4286
3544,678.45,0.4286
3545,489.46,0.4286
3546,273.54,0.4286
3547,42.58,0.4286
3548,0.0,0.0
3549,0.0,0.0
3550,0.0,0.0
3551,0.0,0.0
3552,0.0,0.0
3553,0.0,0.0
3554,0.0,0.0
3555,0.0,0.0
3556,0.0,0.0
3557,0.0,0.0
3558,46.08,0.4286
3559,288.97,0.4286
3560,515.99,0.4286
3561,714.66,0.4286
3562,874.08,0.4286
3563,985.49,0.4286
3564,1042.77,0.4286
3565,1042.77,0.4286
3566,985.49,0.4286
3567,874.08,0.4286
3568,714.66,0.4286
3569,515.99,0.4286
3570,288.97,0.4286
3571,46.08,0.4286
3572,0.0,0.0
3573,0.0,0.0
3574,0.0,0.0
3575,0.0,0.0
3576,0.0,0.0
3577,0.0,0.0
3578,0.0,0.0
3579,0.0,0.0
3580,0.0,0.0
3581,0.0,0.0
3582,47.3,0.4286
3583,289.96,0.4286
3584,516.72,0.4286
3585,715.14,0.4286
3586,874.34,0.4286
3587,985.59,0.4286
3588,1042.78,0.4286
3589,1042.78,0.4286
3590,985.59,0.4286
3591,874.34,0.4286
3592,715.14,0.4286
3593,516.72,0.4286
3594,289.96,0.4286
3595,47.3,0.4286
3596,0.0,0.0
3597,0.0,0.0
3598,0.0,0.0
3599,0.0,0.0
3600,0.0,0.0
3601,0.0,0.0
3602,0.0,0.0
3603,0.0,0.0
3604,0.0,0.0
3605,0.0,0.0
3606,48.47,0.4286
3607,290.91,0.4286
3608,517.43,0.4286
3609,715.6,0.4286
3610,874.59,0.4286
3611,985.68,0.4286
3612,1042.79,0.4286
3613,1042.79,0.4286
3614,985.68,0.4286
3615,874.59,0.4286
3616,715.6,0.4286
3617,517.43,0.4286
3618,290.91,0.4286
3619,48.47,0.4286
3620,0.0,0.0
3621,0.0,0.0
3622,0.0,0.0
3623,0.0,0.0
3624,0.0,0.0
3625,0.0,0.0
3626,0.0,0.0
3627,0.0,0.0
3628,0.0,0.0
3629,0.0,0.0
3630,49.58,0.4286
3631,291.82,0.4286
3632,518.1,0.4286
3633,716.04,0.4286
3634,874.83,0.4286
3635,985.77,0.4286
3636,1042.8,0.4286
3637,1042.8,0.4286
3638,985.77,0.4286
3639,874.83,0.4286
3640,716.04,0.4286
3641,518.1,0.4286
3642,291.82,0.4286
3643,49.58,0.4286
3644,0.0,0.0
3645,0.0,0.0
3646,0.0,0.0
3647,0.0,0.0
3648,0.0,0.0
3649,0.0,0.0
3650,0.0,0.0
3651,0.0,0.0
3652,0.0,0.0
3653,0.0,0.0
3654,50.64,0.4286
3655,292.68,0.4286
3656,518.74,0.4286
3657,716.46,0.4286
3658,875.05,0.4286
3659,985.85,0.4286
3660,1042.81,0.4286
3661,1042.81,0.4286
3662,985.85,0.4286
3663,875.05,0.4286
3664,716.46,0.4286
3665,518.74,0.4286
3666,292.68,0.4286
3667,50.64,0.4286
3668,0.0,0.0
3669,0.0,0.0
3670,0.0,0.0
3671,0.0,0.0
3672,0.0,0.0
3673,0.0,0.0
3674,0.0,0.0
3675,0.0,0.0
3676,0.0,0.0
3677,0.0,0.0
3678,51.66,0.4286
3679,293.51,0.4286
3680,519.35,0.4286
3681,716.86,0.4286
3682,875.27,0.4286
3683,985.93,0.4286
3684,1042.82,0.4286
3685,1042.82,0.4286
3686,985.93,0.4286
3687,875.27,0.4286
3688,716.86,0.4286
3689,519.35,0.4286
3690,293.51,0.4286
3691,51.66,0.4286
3692,0.0,0.0
3693,0.0,0.0
3694,0.0,0.0
3695,0.0,0.0
3696,0.0,0.0
3697,0.0,0.0
3698,0.0,0.0
3699,0.0,0.0
3700,0.0,0.0
3701,0.0,0.0
3702,49.98,0.4286
3703,279.57,0.4286
